Name,Speed,Modules,Price/GB,First Word Latency,CAS Latency,Rating,Rating Count,Price
 Corsair Dominator Titanium First Edition 32 GB  ,DDR5-7200,2 x 16GB,$7.343,9.444 ns,34,0, 0,234.99
 TEAMGROUP T-Create Expert 32 GB  ,DDR5-6400,2 x 16GB,$2.968,12.5 ns,40,0, 0,94.99
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-2666,2 x 8GB,$4.374,12.003 ns,16,5, 8,69.98
 Lexar Ares RGB 32 GB  ,DDR4-3600,2 x 16GB,$2.343,10 ns,18,0, 0,74.98
 G.Skill Ripjaws S5 32 GB  ,DDR5-5600,2 x 16GB,$3.250,12.857 ns,36,5, 2,103.99
 Corsair Vengeance LED 64 GB  ,DDR4-3200,4 x 16GB,$14.194,10 ns,16,0, 0,908.42
 Corsair Vengeance RGB 32 GB  ,DDR5-6000,2 x 16GB,$4.218,12 ns,36,0, 0,134.99
 Corsair Vengeance RGB Pro SL 32 GB  ,DDR4-3200,2 x 16GB,$2.812,10 ns,16,5, 3,89.99
 Kingston FURY Beast 16 GB  ,DDR5-5600,1 x 16GB,$4.238,12.857 ns,36,0, 0,67.81
 Corsair Vengeance RGB RS 16 GB  ,DDR4-3600,2 x 8GB,$3.937,10 ns,18,5, 2,62.99
 Kingston FURY Beast 32 GB  ,DDR4-3200,4 x 8GB,$3.090,10 ns,16,0, 0,98.88
 Kingston FURY Beast 16 GB  ,DDR4-2666,2 x 8GB,$3.112,12.003 ns,16,5, 1,49.8
 G.Skill Trident Z5 RGB 96 GB  ,DDR5-5600,2 x 48GB,$3.021,14.286 ns,40,0, 0,289.99
 G.Skill Trident Z RGB 16 GB  ,DDR4-3000,2 x 8GB,$3.499,10.667 ns,16,5, 111,55.99
 Samsung M393A4K40BB1-CRC 32 GB  ,DDR4-2400,1 x 32GB,$1.467,14.167 ns,17,0, 0,46.94
 Patriot Viper Elite 5 RGB 64 GB  ,DDR5-6200,2 x 32GB,$3.172,13.548 ns,42,0, 0,202.99
 G.Skill Trident Z 32 GB  ,DDR4-3200,2 x 16GB,$9.344,8.75 ns,14,5, 3,299.0
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-6000,2 x 32GB,$4.187,10 ns,30,0, 0,267.99
 TEAMGROUP Elite 16 GB  ,DDR4-3200,2 x 8GB,$2.124,13.75 ns,22,0, 0,33.99
 G.Skill Trident Z5 Neo 32 GB  ,DDR5-6000,2 x 16GB,$3.625,10.667 ns,32,5, 2,115.99
 Corsair Vengeance 32 GB  ,DDR5-7000,2 x 16GB,$5.000,9.714 ns,34,0, 0,159.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-6400,2 x 32GB,$4.531,10 ns,32,0, 0,289.99
 GOODRAM IRDM PRO 32 GB  ,DDR4-3600,2 x 16GB,$3.952,10 ns,18,0, 0,126.45
 G.Skill Trident Z Royal 128 GB  ,DDR4-3600,4 x 32GB,$6.867,8.889 ns,16,0, 0,879.0
 Corsair Vengeance RGB 48 GB  ,DDR5-6000,2 x 24GB,$3.437,12 ns,36,0, 0,164.99
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-6800,2 x 16GB,$3.593,10 ns,34,0, 0,114.99
 Patriot Viper 4 Blackout 32 GB  ,DDR4-3600,2 x 16GB,$2.343,10 ns,18,4, 1,74.98
 Corsair Vengeance LPX 16 GB  ,DDR4-3200,1 x 16GB,$3.124,10 ns,16,0, 0,49.98
 G.Skill Trident Z Neo 32 GB  ,DDR4-3600,2 x 16GB,$4.843,8.889 ns,16,5, 19,154.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR4-3600,4 x 8GB,$5.625,10 ns,18,5, 7,179.99
 Corsair Vengeance RGB Pro 8 GB  ,DDR4-3200,1 x 8GB,$4.997,10 ns,16,0, 0,39.98
 OLOy Blade RGB 32 GB  ,DDR5-6400,2 x 16GB,$3.062,11.25 ns,36,0, 0,97.99
 Kingston Renegade Silver 32 GB  ,DDR5-6000,2 x 16GB,$4.218,10.667 ns,32,5, 2,134.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-6000,2 x 16GB,$5.156,10 ns,30,2, 1,164.99
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-6200,2 x 16GB,$3.531,12.258 ns,38,0, 0,112.99
 Corsair Dominator Titanium First Edition 48 GB  ,DDR5-7200,2 x 24GB,$6.041,10 ns,36,0, 0,289.99
 Kingston Server Premier 32 GB  ,DDR4-2933,1 x 32GB,$9.344,14.32 ns,21,0, 0,299.0
 Silicon Power XPOWER Zenith RGB Gaming 32 GB  ,DDR5-6000,2 x 16GB,$3.531,10 ns,30,0, 0,112.99
 Corsair Dominator Titanium First Edition 64 GB  ,DDR5-6000,2 x 32GB,$5.078,10 ns,30,0, 0,324.99
 Corsair Vengeance 64 GB  ,DDR5-4800,2 x 32GB,$2.547,16.667 ns,40,0, 0,162.99
 G.Skill Trident Z5 64 GB  ,DDR5-6000,2 x 32GB,$3.765,10 ns,30,0, 0,240.94
 Silicon Power XPOWER Zenith RGB Gaming 64 GB  ,DDR5-6000,2 x 32GB,$2.937,10 ns,30,0, 0,187.97
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-7600,2 x 16GB,$5.000,9.474 ns,36,0, 0,159.99
 TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB  ,DDR4-3200,2 x 16GB,$2.343,10 ns,16,5, 1,74.98
 Patriot Viper Elite II 8 GB  ,DDR4-3200,1 x 8GB,$2.874,11.25 ns,18,0, 0,22.99
 Kingston FURY Beast 8 GB  ,DDR4-3600,1 x 8GB,$3.969,9.444 ns,17,0, 0,31.75
 Corsair Dominator Titanium 48 GB  ,DDR5-6000,2 x 24GB,$4.896,10 ns,30,0, 0,234.99
 Corsair Vengeance RGB 48 GB  ,DDR5-7000,2 x 24GB,$3.854,10.286 ns,36,0, 0,184.99
 Crucial CT16G52C42U5 16 GB  ,DDR5-5200,1 x 16GB,$3.322,16.154 ns,42,0, 0,53.15
 G.Skill Trident Z Royal 32 GB  ,DDR4-3200,2 x 16GB,$3.218,10 ns,16,5, 15,102.99
 Corsair Vengeance RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.047,14.286 ns,40,0, 0,194.99
 TEAMGROUP Elite Plus 32 GB  ,DDR5-4800,1 x 32GB,$2.406,16.667 ns,40,0, 0,76.98
 Kingston FURY Beast 64 GB  ,DDR5-6000,2 x 32GB,$3.406,13.333 ns,40,0, 0,217.99
 Patriot Viper Steel RGB 16 GB  ,DDR4-3600,2 x 8GB,$3.249,11.111 ns,20,0, 0,51.99
 Kingston FURY Beast 8 GB  ,DDR5-4800,1 x 8GB,$4.999,15.833 ns,38,0, 0,39.99
 G.Skill Ripjaws V 8 GB  ,DDR4-2400,2 x 4GB,$3.749,12.5 ns,15,5, 31,29.99
 G.Skill Trident Z5 32 GB  ,DDR5-6000,2 x 16GB,$3.531,12 ns,36,5, 1,112.99
 Kingston Server Premier 32 GB  ,DDR4-2666,1 x 32GB,$2.468,14.254 ns,19,5, 1,78.98
 Kingston Fury Beast RGB Special Edition 16 GB  ,DDR4-3200,2 x 8GB,$4.542,10 ns,16,0, 0,72.67
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-6400,4 x 16GB,$5.625,10 ns,32,0, 0,359.99
 Thermaltake TOUGHRAM RGB 16 GB  ,DDR4-3600,2 x 8GB,$8.124,10 ns,18,5, 4,129.99
 TEAMGROUP T-Create Expert 64 GB  ,DDR4-3600,2 x 32GB,$1.953,10 ns,18,5, 1,124.99
 Crucial CT2K8G4DFS824A 16 GB  ,DDR4-2400,2 x 8GB,$2.516,14.167 ns,17,0, 0,40.25
 TEAMGROUP T-Create Expert 48 GB  ,DDR5-7200,2 x 24GB,$4.166,9.444 ns,34,0, 0,199.99
 Patriot Viper Elite 5 RGB 96 GB  ,DDR5-6000,2 x 48GB,$3.437,14 ns,42,0, 0,329.99
 G.Skill Trident Z5 32 GB  ,DDR5-6000,2 x 16GB,$4.225,13.333 ns,40,0, 0,135.21
 Crucial CT2K16G52C42U5 32 GB  ,DDR5-5200,2 x 16GB,$2.940,16.154 ns,42,0, 0,94.08
 Patriot Signature Line 8 GB  ,DDR4-2666,1 x 8GB,$2.373,14.254 ns,19,0, 0,18.98
 Kingston FURY Beast RGB 32 GB  ,DDR5-6000,2 x 16GB,$4.344,13.333 ns,40,5, 2,139.0
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-5200,2 x 16GB,$3.281,15.385 ns,40,0, 0,104.99
 Corsair Vengeance RGB Pro SL 32 GB  ,DDR4-3600,4 x 8GB,$4.062,10 ns,18,5, 5,129.99
 Kingston ValueRAM 16 GB  ,DDR4-2666,1 x 16GB,$2.805,14.254 ns,19,3, 1,44.88
 Patriot Viper Steel 8 GB  ,DDR4-3000,1 x 8GB,$2.874,10.667 ns,16,5, 1,22.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-2666,2 x 16GB,$2.843,12.003 ns,16,5, 1,90.98
 TEAMGROUP T-Force Delta RGB 16 GB  ,DDR4-3000,2 x 8GB,$2.999,10.667 ns,16,5, 29,47.99
 G.Skill Aegis 16 GB  ,DDR4-2400,1 x 16GB,$2.187,14.167 ns,17,0, 0,34.99
 Kingston FURY Beast 64 GB  ,DDR5-5200,2 x 32GB,$3.094,15.385 ns,40,0, 0,197.99
 Kingston FURY Beast 32 GB  ,DDR5-5600,2 x 16GB,$3.843,14.286 ns,40,0, 0,122.99
 Kingston Server Premier 32 GB  ,DDR5-5600,1 x 32GB,$3.750,16.429 ns,46,0, 0,119.99
 Corsair Vengeance LPX 16 GB  ,DDR4-3600,1 x 16GB,$2.812,10 ns,18,0, 0,44.99
 Kingston FURY Beast RGB 32 GB  ,DDR5-5600,2 x 16GB,$4.328,14.286 ns,40,5, 1,138.51
 Klevv CRAS X RGB 16 GB  ,DDR4-3200,2 x 8GB,$2.999,10 ns,16,0, 0,47.99
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3600,2 x 8GB,$4.124,10 ns,18,5, 7,65.98
 G.Skill Ripjaws V 128 GB  ,DDR4-4000,4 x 32GB,$4.361,9 ns,18,0, 0,558.18
 Patriot Viper Venom 32 GB  ,DDR5-5600,2 x 16GB,$3.375,12.857 ns,36,5, 1,107.99
 Kingston FURY Beast 64 GB  ,DDR5-5600,2 x 32GB,$3.742,12.857 ns,36,0, 0,239.51
 Silicon Power SP016GBLFU320X02 16 GB  ,DDR4-3200,1 x 16GB,$2.769,13.75 ns,22,0, 0,44.3
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3600,2 x 8GB,$4.686,8.889 ns,16,4, 3,74.98
 Kingston FURY 64 GB  ,DDR5-5600,4 x 16GB,$4.417,14.286 ns,40,0, 0,282.66
 TEAMGROUP T-Force Vulcan Z 8 GB  ,DDR4-3200,1 x 8GB,$3.261,10 ns,16,5, 3,26.09
 Corsair Vengeance LPX 16 GB  ,DDR4-2666,4 x 4GB,$4.686,11.253 ns,15,5, 8,74.98
 Corsair Vengeance RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.531,14.286 ns,40,0, 0,112.99
 OLOy WarHawk RGB 16 GB  ,DDR4-3600,2 x 8GB,$2.999,10 ns,18,5, 10,47.99
 Corsair Vengeance RGB Pro 128 GB  ,DDR4-3200,4 x 32GB,$2.539,10 ns,16,5, 3,324.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR4-3600,4 x 16GB,$3.984,10 ns,18,0, 0,254.99
 OLOy OWL RGB 16 GB  ,DDR4-3200,2 x 8GB,$2.499,10 ns,16,0, 0,39.99
 Kingston Fury Renegade RGB 32 GB  ,DDR4-3600,2 x 16GB,$4.242,8.889 ns,16,5, 3,135.75
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.437,10.714 ns,30,0, 0,109.99
 G.Skill Ripjaws S5 96 GB  ,DDR5-6800,2 x 48GB,$4.062,10 ns,34,0, 0,389.99
 Patriot Signature Line 16 GB  ,DDR5-4800,2 x 8GB,$3.812,16.667 ns,40,0, 0,60.99
 PNY XLR8 Gaming MAKO 32 GB  ,DDR5-5600,2 x 16GB,$6.250,12.857 ns,36,0, 0,199.99
 Patriot Viper Steel 64 GB  ,DDR4-3200,2 x 32GB,$1.922,10 ns,16,5, 1,122.99
 G.Skill Trident Z Royal 64 GB  ,DDR4-3600,2 x 32GB,$2.656,10 ns,18,5, 1,169.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6400,2 x 16GB,$4.281,11.875 ns,38,0, 0,136.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6800,2 x 16GB,$4.687,11.765 ns,40,0, 0,149.99
 Samsung M393A2G40EB1-CRC 16 GB  ,DDR4-2400,1 x 16GB,$1.308,14.167 ns,17,0, 0,20.93
 G.Skill Trident Z Neo 16 GB  ,DDR4-3600,2 x 8GB,$3.749,10 ns,18,5, 21,59.99
 Corsair Dominator Platinum RGB 16 GB  ,DDR4-3600,2 x 8GB,$5.624,10 ns,18,5, 1,89.99
 G.Skill Trident Z 32 GB  ,DDR5-6400,2 x 16GB,$3.687,10 ns,32,5, 1,117.99
 Corsair Vengeance RGB 96 GB  ,DDR5-5200,2 x 48GB,$3.125,14.615 ns,38,0, 0,299.99
 Corsair Vengeance 48 GB  ,DDR5-7000,2 x 24GB,$4.000,11.429 ns,40,0, 0,191.98
 Silicon Power XPOWER Turbine RGB 16 GB  ,DDR4-3200,2 x 8GB,$2.998,10 ns,16,5, 8,47.97
 G.Skill Ripjaws 64 GB  ,DDR5-5600,2 x 32GB,$3.203,14.286 ns,40,0, 0,204.98
 G.Skill Ripjaws S5 32 GB  ,DDR5-6000,2 x 16GB,$3.531,10.667 ns,32,0, 0,112.99
 Corsair Vengeance LPX 32 GB  ,DDR4-3200,4 x 8GB,$2.968,10 ns,16,5, 1,94.99
 G.Skill Ripjaws V 32 GB  ,DDR4-3200,1 x 32GB,$2.249,10 ns,16,5, 3,71.98
 G.Skill Aegis 16 GB  ,DDR4-2133,2 x 8GB,$2.408,14.065 ns,15,4, 3,38.53
 Patriot Viper Elite 5 RGB 32 GB  ,DDR5-6000,1 x 32GB,$3.375,14 ns,42,0, 0,107.99
 Patriot Viper 4 16 GB  ,DDR4-3200,2 x 8GB,$7.074,10 ns,16,5, 7,113.18
 Timetec PINNACLE Konduit 16 GB  ,DDR4-3200,2 x 8GB,$2.812,10 ns,16,0, 0,44.99
 ADATA XPG LANCER RGB 64 GB  ,DDR5-6400,2 x 32GB,$6.455,10 ns,32,0, 0,413.11
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-7000,2 x 16GB,$4.375,9.714 ns,34,5, 1,139.99
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3000,2 x 8GB,$3.749,10 ns,15,5, 10,59.99
 Mushkin Essentials 64 GB  ,DDR4-3200,2 x 32GB,$1.719,13.75 ns,22,0, 0,109.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR4-3600,4 x 16GB,$3.862,10 ns,18,5, 2,247.2
 Crucial CT2K16G56C46S5 32 GB  ,DDR5-5600,2 x 16GB,$3.093,16.429 ns,46,0, 0,98.99
 ADATA XPG LANCER RGB 32 GB  ,DDR5-7200,2 x 16GB,$5.000,9.444 ns,34,0, 0,159.99
 G.Skill Flare X5 96 GB  ,DDR5-5600,2 x 48GB,$2.969,14.286 ns,40,0, 0,284.99
 G.Skill Flare X 16 GB  ,DDR4-3200,2 x 8GB,$2.687,10 ns,16,5, 18,42.99
 ADATA XPG LANCER RGB 16 GB  ,DDR5-6000,1 x 16GB,$4.046,13.333 ns,40,0, 0,64.74
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.687,10 ns,28,0, 0,117.99
 Kingston FURY Beast 64 GB  ,DDR4-3200,4 x 16GB,$2.343,10 ns,16,5, 1,149.94
 Crucial CT8G4DFS8266 8 GB  ,DDR4-2666,1 x 8GB,$2.611,14.254 ns,19,3, 1,20.89
 G.Skill Ripjaws S5 32 GB  ,DDR5-5600,2 x 16GB,$3.281,10.714 ns,30,5, 1,104.99
 G.Skill Trident Z5 RGB 48 GB  ,DDR5-7600,2 x 24GB,$4.791,10 ns,38,0, 0,229.99
 Kingston Fury Renegade RGB 32 GB  ,DDR5-7200,2 x 16GB,$7.105,10.556 ns,38,0, 0,227.35
 Corsair ValueSelect 8 GB  ,DDR4-2666,1 x 8GB,$3.124,13.503 ns,18,5, 1,24.99
 Mushkin Redline Lumina 16 GB  ,DDR4-3600,2 x 8GB,$5.374,7.778 ns,14,0, 0,85.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6000,2 x 16GB,$3.687,12 ns,36,5, 1,117.99
 Kingston Renegade Silver 16 GB  ,DDR5-6000,1 x 16GB,$4.768,10.667 ns,32,0, 0,76.29
 Kingston FURY Beast 16 GB  ,DDR4-3200,1 x 16GB,$3.187,10 ns,16,5, 1,50.99
 TEAMGROUP Elite Plus 16 GB  ,DDR5-5600,1 x 16GB,$2.874,14.286 ns,40,0, 0,45.99
 Corsair Vengeance LPX 32 GB  ,DDR4-2666,4 x 8GB,$2.812,12.003 ns,16,5, 4,89.99
 G.Skill Ripjaws V 32 GB  ,DDR4-3600,2 x 16GB,$5.781,7.778 ns,14,0, 0,184.99
 Kingston FURY Renegade 32 GB  ,DDR5-6400,2 x 16GB,$5.312,10 ns,32,0, 0,169.99
 Corsair Vengeance RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.406,12.857 ns,36,0, 0,217.99
 Kingston Fury Renegade RGB 16 GB  ,DDR5-6000,1 x 16GB,$4.874,10.667 ns,32,0, 0,77.99
 G.Skill Ripjaws S5 96 GB  ,DDR5-5600,2 x 48GB,$2.917,14.286 ns,40,0, 0,279.99
 Corsair Vengeance RGB 64 GB  ,DDR5-5600,4 x 16GB,$3.906,12.857 ns,36,0, 0,249.99
 TEAMGROUP T-Force Xtreem ARGB 64 GB  ,DDR4-3600,2 x 32GB,$2.344,10 ns,18,5, 1,149.99
 Corsair Vengeance LPX 16 GB  ,DDR4-2666,1 x 16GB,$2.374,12.003 ns,16,5, 2,37.99
 G.Skill Aegis 16 GB  ,DDR4-3000,1 x 16GB,$2.124,10.667 ns,16,0, 0,33.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-6200,4 x 16GB,$5.000,10.323 ns,32,0, 0,319.99
 Patriot Signature Line 16 GB  ,DDR4-3200,2 x 8GB,$2.312,11.875 ns,19,0, 0,36.99
 Corsair Vengeance LPX 16 GB  ,DDR4-4000,2 x 8GB,$4.999,9.5 ns,19,5, 1,79.98
 G.Skill Flare X5 64 GB  ,DDR5-5200,2 x 32GB,$2.812,13.846 ns,36,0, 0,179.99
 Corsair Vengeance RGB 48 GB  ,DDR5-7200,2 x 24GB,$4.375,10 ns,36,0, 0,209.99
 Corsair Vengeance 64 GB  ,DDR5-5600,2 x 32GB,$3.125,12.857 ns,36,0, 0,199.99
 G.Skill Ripjaws S5 32 GB  ,DDR5-5200,2 x 16GB,$3.187,13.846 ns,36,0, 0,101.99
 Corsair Vengeance RGB Pro SL 32 GB  ,DDR4-3200,4 x 8GB,$3.593,10 ns,16,0, 0,114.99
 PNY XLR8 32 GB  ,DDR4-3600,2 x 16GB,$2.031,10 ns,18,0, 0,64.98
 G.Skill Flare X 32 GB  ,DDR4-3200,2 x 16GB,$2.495,10 ns,16,5, 4,79.84
 G.Skill Trident Z RGB 64 GB  ,DDR4-3200,2 x 32GB,$2.265,10 ns,16,5, 1,144.99
 Patriot Viper Elite II 64 GB  ,DDR4-3600,2 x 32GB,$1.797,11.111 ns,20,0, 0,114.99
 Silicon Power XPOWER Zenith RGB Gaming 16 GB  ,DDR4-3200,2 x 8GB,$3.061,10 ns,16,4, 3,48.97
 G.Skill Trident Z5 RGB 48 GB  ,DDR5-8000,2 x 24GB,$5.416,10 ns,40,0, 0,259.99
 G.Skill Ripjaws V 16 GB  ,DDR4-2133,2 x 8GB,$2.657,14.065 ns,15,5, 19,42.51
 Silicon Power XPOWER Zenith RGB Gaming 32 GB  ,DDR5-6000,2 x 16GB,$3.531,10 ns,30,0, 0,112.99
 G.Skill Ripjaws S5 64 GB  ,DDR5-5600,2 x 32GB,$2.937,10.714 ns,30,0, 0,187.99
 Kingston Fury Renegade RGB 16 GB  ,DDR4-3600,2 x 8GB,$3.937,8.889 ns,16,5, 1,62.99
 Kingston ValueRAM 8 GB  ,DDR4-3200,1 x 8GB,$3.592,13.75 ns,22,0, 0,28.74
 Corsair Vengeance LPX 4 GB  ,DDR4-2400,1 x 4GB,$4.995,12.5 ns,15,5, 3,19.98
 G.Skill Trident Z RGB 16 GB  ,DDR4-3200,2 x 8GB,$5.624,8.75 ns,14,5, 32,89.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.562,14.286 ns,40,0, 0,227.99
 Patriot Viper 4 Blackout 16 GB  ,DDR4-3000,2 x 8GB,$2.624,10.667 ns,16,4, 3,41.99
 Mushkin Redline Lumina 32 GB  ,DDR4-3600,2 x 16GB,$3.176,8.889 ns,16,0, 0,101.63
 Kingston FURY Beast 16 GB  ,DDR5-5600,1 x 16GB,$4.050,14.286 ns,40,0, 0,64.8
 G.Skill Trident Z Royal 64 GB  ,DDR4-3000,4 x 16GB,$3.281,10.667 ns,16,5, 1,209.99
 Corsair Vengeance 64 GB  ,DDR5-5200,2 x 32GB,$2.890,15.385 ns,40,0, 0,184.99
 G.Skill Trident Z5 RGB 48 GB  ,DDR5-6400,2 x 24GB,$3.854,10 ns,32,0, 0,184.99
 G.Skill Trident Z RGB 96 GB  ,DDR5-6400,2 x 48GB,$3.542,10 ns,32,0, 0,339.99
 Corsair Vengeance RGB RT 32 GB  ,DDR4-4000,2 x 16GB,$3.906,9 ns,18,0, 0,124.99
 Corsair Vengeance RGB 32 GB  ,DDR5-7000,2 x 16GB,$4.937,10.286 ns,36,0, 0,157.99
 Samsung M393A1G40EB1-CRC 8 GB  ,DDR4-2400,1 x 8GB,$1.374,14.167 ns,17,0, 0,10.99
 Patriot Viper Steel RGB 64 GB  ,DDR4-3600,2 x 32GB,$1.906,11.111 ns,20,0, 0,121.99
 Corsair Vengeance LPX 32 GB  ,DDR4-2400,2 x 16GB,$2.312,13.333 ns,16,5, 1,73.99
 Kingston FURY Beast RGB 32 GB  ,DDR5-4800,2 x 16GB,$4.178,15.833 ns,38,4, 3,133.71
 Patriot Signature Line 16 GB  ,DDR5-4800,1 x 16GB,$3.062,16.667 ns,40,0, 0,48.99
 Corsair Vengeance RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.359,14.286 ns,40,0, 0,214.99
 Patriot Viper Steel RGB 16 GB  ,DDR4-3600,1 x 16GB,$2.562,11.111 ns,20,5, 1,40.99
 Lexar Ares RGB 16 GB  ,DDR4-3600,2 x 8GB,$2.999,10 ns,18,0, 0,47.99
 G.Skill Ripjaws V 32 GB  ,DDR4-3200,2 x 16GB,$5.270,8.75 ns,14,5, 8,168.65
 Kingston FURY 32 GB  ,DDR5-5600,2 x 16GB,$4.328,14.286 ns,40,0, 0,138.51
 Kingston Renegade Silver 32 GB  ,DDR5-6400,2 x 16GB,$4.687,10 ns,32,5, 1,149.99
 Corsair Vengeance RGB RT 32 GB  ,DDR4-3600,2 x 16GB,$3.062,10 ns,18,4, 1,97.99
 TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB  ,DDR5-5600,2 x 16GB,$3.281,14.286 ns,40,0, 0,104.99
 G.Skill Ripjaws S5 32 GB  ,DDR5-6600,2 x 16GB,$3.593,10.303 ns,34,0, 0,114.99
 Corsair Vengeance RGB RS 64 GB  ,DDR4-3600,2 x 32GB,$2.422,10 ns,18,0, 0,154.99
 G.Skill TridentZ RGB  32 GB  ,DDR4-4600,2 x 16GB,$4.687,8.261 ns,19,0, 0,149.99
 Kingston FURY Beast 16 GB  ,DDR5-4800,1 x 16GB,$3.624,15.833 ns,38,0, 0,57.99
 G.Skill Zeta R5 128 GB  ,DDR5-6400,8 x 16GB,$8.203,10 ns,32,0, 0,1049.99
 TEAMGROUP T-Force DELTAÎ± RGB 32 GB  ,DDR5-6000,2 x 16GB,$3.531,12.667 ns,38,0, 0,112.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-2666,2 x 16GB,$2.750,12.003 ns,16,5, 1,87.99
 Kingston FURY Beast 128 GB  ,DDR4-3200,4 x 32GB,$2.342,10 ns,16,0, 0,299.75
 Patriot Viper Elite II 16 GB  ,DDR4-3200,1 x 16GB,$2.062,11.25 ns,18,0, 0,32.99
 G.Skill TridentZ RGB  32 GB  ,DDR4-4000,2 x 16GB,$9.522,8 ns,16,0, 0,304.69
 G.Skill Ripjaws V 16 GB  ,DDR4-4400,2 x 8GB,$4.687,8.182 ns,18,0, 0,74.99
 G.Skill Trident Z5 RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.359,10 ns,30,0, 0,214.99
 Kingston FURY Beast RGB 32 GB  ,DDR5-5200,2 x 16GB,$4.062,13.846 ns,36,0, 0,129.99
 TEAMGROUP Elite 16 GB  ,DDR4-2666,1 x 16GB,$2.062,14.254 ns,19,0, 0,32.99
 PNY Performance 8 GB  ,DDR4-3200,1 x 8GB,$2.248,13.75 ns,22,0, 0,17.98
 Kingston FURY Beast 64 GB  ,DDR4-3600,2 x 32GB,$2.500,10 ns,18,0, 0,159.99
 Kingston HyperX Fury 4 GB  ,DDR4-2666,1 x 4GB,$6.407,12.003 ns,16,5, 3,25.63
 Kingston FURY Impact 32 GB  ,DDR5-5600,2 x 16GB,$3.593,14.286 ns,40,0, 0,114.99
 Patriot Viper 4 Blackout 16 GB  ,DDR4-3200,2 x 8GB,$2.874,10 ns,16,4, 3,45.99
 Crucial CT2K16G4RFD4213 32 GB  ,DDR4-2133,2 x 16GB,$2.031,14.065 ns,15,5, 2,64.98
 Patriot Viper Steel RGB 32 GB  ,DDR4-3600,2 x 16GB,$2.625,11.111 ns,20,4, 1,83.99
 Corsair Vengeance RGB Pro 256 GB  ,DDR4-3200,8 x 32GB,$2.793,10 ns,16,0, 0,714.99
 Kingston Fury Renegade RGB 256 GB  ,DDR4-3200,8 x 32GB,$3.098,10 ns,16,0, 0,792.98
 ADATA XPG SPECTRIX D50 32 GB  ,DDR4-3600,1 x 32GB,$4.772,10 ns,18,0, 0,152.69
 Patriot Viper Steel 16 GB  ,DDR4-3200,1 x 16GB,$2.374,10 ns,16,4, 1,37.99
 Kingston ValueRAM 16 GB  ,DDR5-4800,1 x 16GB,$3.678,16.667 ns,40,0, 0,58.85
 Mushkin Redline ST 64 GB  ,DDR5-6000,2 x 32GB,$2.937,10 ns,30,0, 0,187.99
 Timetec PINNACLE Konduit RGB 32 GB  ,DDR4-3600,1 x 32GB,$2.500,10 ns,18,0, 0,79.99
 OLOy MD4U0836180BHKDA 16 GB  ,DDR4-3600,2 x 8GB,$2.874,10 ns,18,5, 5,45.99
 TEAMGROUP T-Create Expert 64 GB  ,DDR4-3200,2 x 32GB,$1.875,10 ns,16,0, 0,119.99
 Corsair Vengeance RGB RT 32 GB  ,DDR4-3200,2 x 16GB,$3.000,10 ns,16,0, 0,95.99
 Corsair Dominator Platinum RGB 16 GB  ,DDR4-3200,2 x 8GB,$4.999,10 ns,16,5, 3,79.98
 Patriot Viper Venom 64 GB  ,DDR5-5600,2 x 32GB,$2.703,12.857 ns,36,0, 0,172.99
 G.Skill Trident Z RGB 16 GB  ,DDR4-4400,2 x 8GB,$8.451,7.273 ns,16,5, 2,135.21
 TEAMGROUP T-Force Vulcan Z 16 GB  ,DDR4-3200,2 x 8GB,$2.249,10 ns,16,5, 1,35.99
